TeamID,Team,GP,W,L,WIN%,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP EFG%,OPP FTA RATE,OPP TOV%,OPP OREB%,Season
1610612764,Washington Wizards,55,34,21,0.618,2665.0,0.529,0.244,0.146,0.283,0.514,0.282,0.158,0.29,2016-17
1610612737,Atlanta Hawks,59,18,41,0.305,2837.0,0.514,0.241,0.155,0.272,0.538,0.247,0.161,0.296,2017-18
1610612738,Boston Celtics,59,40,19,0.678,2847.0,0.514,0.24,0.143,0.26,0.488,0.261,0.146,0.265,2017-18
1610612751,Brooklyn Nets,59,19,40,0.322,2857.0,0.505,0.264,0.153,0.259,0.514,0.267,0.123,0.262,2017-18
1610612766,Charlotte Hornets,57,24,33,0.421,2751.0,0.497,0.309,0.129,0.276,0.528,0.218,0.142,0.231,2017-18
1610612741,Chicago Bulls,57,20,37,0.351,2771.0,0.5,0.215,0.137,0.244,0.534,0.234,0.13,0.233,2017-18
1610612739,Cleveland Cavaliers,56,34,22,0.607,2698.0,0.547,0.279,0.143,0.236,0.542,0.219,0.137,0.272,2017-18
1610612742,Dallas Mavericks,58,18,40,0.31,2794.0,0.515,0.224,0.128,0.222,0.535,0.262,0.146,0.249,2017-18
1610612743,Denver Nuggets,58,32,26,0.552,2799.0,0.531,0.25,0.155,0.302,0.541,0.228,0.146,0.254,2017-18
1610612765,Detroit Pistons,57,28,29,0.491,2741.0,0.512,0.228,0.14,0.27,0.526,0.224,0.155,0.256,2017-18
1610612744,Golden State Warriors,58,44,14,0.759,2794.0,0.579,0.246,0.157,0.252,0.498,0.25,0.141,0.288,2017-18
1610612745,Houston Rockets,57,44,13,0.772,2746.0,0.555,0.304,0.14,0.252,0.529,0.237,0.148,0.237,2017-18
1610612754,Indiana Pacers,58,33,25,0.569,2794.0,0.534,0.231,0.136,0.265,0.529,0.229,0.155,0.285,2017-18
1610612746,LA Clippers,56,30,26,0.536,2693.0,0.524,0.295,0.148,0.273,0.512,0.268,0.147,0.284,2017-18
1610612747,Los Angeles Lakers,57,23,34,0.404,2771.0,0.51,0.26,0.156,0.284,0.516,0.252,0.145,0.279,2017-18
1610612763,Memphis Grizzlies,56,18,38,0.321,2693.0,0.502,0.266,0.155,0.275,0.518,0.334,0.154,0.279,2017-18
1610612748,Miami Heat,58,30,28,0.517,2794.0,0.518,0.229,0.155,0.259,0.508,0.274,0.14,0.252,2017-18
1610612749,Milwaukee Bucks,57,32,25,0.561,2746.0,0.531,0.29,0.141,0.236,0.524,0.291,0.16,0.286,2017-18
1610612750,Minnesota Timberwolves,61,36,25,0.59,2948.0,0.526,0.284,0.129,0.292,0.543,0.232,0.16,0.28,2017-18
1610612740,New Orleans Pelicans,57,31,26,0.544,2781.0,0.544,0.256,0.15,0.239,0.522,0.228,0.144,0.271,2017-18
1610612752,New York Knicks,59,23,36,0.39,2857.0,0.508,0.233,0.156,0.295,0.518,0.262,0.139,0.267,2017-18
1610612760,Oklahoma City Thunder,59,33,26,0.559,2852.0,0.513,0.268,0.144,0.324,0.524,0.26,0.165,0.274,2017-18
1610612753,Orlando Magic,57,18,39,0.316,2741.0,0.52,0.245,0.148,0.254,0.528,0.244,0.143,0.29,2017-18
1610612755,Philadelphia 76ers,55,30,25,0.545,2660.0,0.527,0.269,0.173,0.292,0.491,0.303,0.142,0.27,2017-18
1610612756,Phoenix Suns,59,18,41,0.305,2837.0,0.493,0.282,0.155,0.278,0.532,0.282,0.132,0.28,2017-18
1610612757,Portland Trail Blazers,58,32,26,0.552,2799.0,0.513,0.239,0.144,0.277,0.505,0.255,0.129,0.26,2017-18
1610612758,Sacramento Kings,57,18,39,0.316,2741.0,0.506,0.202,0.149,0.263,0.55,0.258,0.154,0.275,2017-18
1610612759,San Antonio Spurs,59,35,24,0.593,2832.0,0.51,0.237,0.143,0.277,0.505,0.222,0.145,0.253,2017-18
1610612761,Toronto Raptors,57,41,16,0.719,2746.0,0.536,0.252,0.134,0.273,0.498,0.282,0.152,0.281,2017-18
1610612762,Utah Jazz,58,30,28,0.517,2794.0,0.524,0.248,0.147,0.245,0.52,0.258,0.156,0.242,2017-18
1610612764,Washington Wizards,57,33,24,0.579,2756.0,0.524,0.263,0.145,0.273,0.516,0.279,0.155,0.275,2017-18
1610612737,Atlanta Hawks,58,19,39,0.328,2789.0,0.52,0.261,0.175,0.288,0.544,0.309,0.148,0.287,2018-19
1610612738,Boston Celtics,58,37,21,0.638,2804.0,0.537,0.213,0.13,0.266,0.508,0.268,0.154,0.27,2018-19
1610612751,Brooklyn Nets,59,30,29,0.508,2882.0,0.521,0.283,0.149,0.289,0.52,0.248,0.131,0.278,2018-19
1610612766,Charlotte Hornets,57,27,30,0.474,2761.0,0.514,0.26,0.124,0.271,0.533,0.23,0.136,0.265,2018-19
1610612741,Chicago Bulls,58,14,44,0.241,2804.0,0.505,0.231,0.147,0.235,0.534,0.248,0.138,0.278,2018-19
1610612739,Cleveland Cavaliers,58,12,46,0.207,2799.0,0.496,0.234,0.139,0.282,0.558,0.239,0.128,0.274,2018-19
1610612742,Dallas Mavericks,57,26,31,0.456,2746.0,0.52,0.301,0.153,0.287,0.518,0.241,0.137,0.266,2018-19
1610612743,Denver Nuggets,57,39,18,0.684,2746.0,0.533,0.235,0.136,0.315,0.525,0.259,0.139,0.255,2018-19
1610612765,Detroit Pistons,56,26,30,0.464,2718.0,0.503,0.267,0.148,0.288,0.525,0.285,0.142,0.246,2018-19
1610612744,Golden State Warriors,57,41,16,0.719,2756.0,0.563,0.241,0.136,0.268,0.512,0.266,0.131,0.272,2018-19
1610612745,Houston Rockets,57,33,24,0.579,2761.0,0.536,0.293,0.139,0.28,0.534,0.285,0.15,0.308,2018-19
1610612754,Indiana Pacers,58,38,20,0.655,2789.0,0.532,0.229,0.141,0.274,0.512,0.239,0.163,0.269,2018-19
1610612746,LA Clippers,59,32,27,0.542,2857.0,0.527,0.327,0.142,0.263,0.511,0.285,0.125,0.282,2018-19
1610612747,Los Angeles Lakers,57,28,29,0.491,2756.0,0.531,0.261,0.152,0.271,0.511,0.238,0.135,0.275,2018-19
1610612763,Memphis Grizzlies,59,23,36,0.39,2857.0,0.506,0.265,0.146,0.234,0.519,0.299,0.161,0.277,2018-19
1610612748,Miami Heat,56,26,30,0.464,2693.0,0.512,0.253,0.155,0.298,0.508,0.262,0.14,0.266,2018-19
1610612749,Milwaukee Bucks,57,43,14,0.754,2746.0,0.552,0.249,0.138,0.248,0.5,0.226,0.136,0.242,2018-19
1610612750,Minnesota Timberwolves,57,27,30,0.474,2751.0,0.507,0.27,0.131,0.304,0.531,0.251,0.149,0.29,2018-19
1610612740,New Orleans Pelicans,59,26,33,0.441,2832.0,0.533,0.271,0.139,0.287,0.529,0.257,0.128,0.271,2018-19
1610612752,New York Knicks,58,11,47,0.19,2804.0,0.485,0.268,0.135,0.272,0.536,0.267,0.139,0.29,2018-19
1610612760,Oklahoma City Thunder,57,37,20,0.649,2751.0,0.521,0.275,0.136,0.296,0.519,0.267,0.167,0.266,2018-19
1610612753,Orlando Magic,59,27,32,0.458,2847.0,0.513,0.215,0.136,0.251,0.515,0.245,0.132,0.254,2018-19
1610612755,Philadelphia 76ers,58,37,21,0.638,2809.0,0.54,0.321,0.15,0.273,0.509,0.269,0.13,0.263,2018-19
1610612756,Phoenix Suns,59,11,48,0.186,2862.0,0.512,0.247,0.156,0.251,0.546,0.316,0.155,0.311,2018-19
1610612757,Portland Trail Blazers,57,34,23,0.596,2756.0,0.526,0.254,0.139,0.296,0.517,0.247,0.124,0.261,2018-19
1610612758,Sacramento Kings,57,30,27,0.526,2741.0,0.527,0.241,0.135,0.264,0.527,0.275,0.159,0.298,2018-19
1610612759,San Antonio Spurs,59,33,26,0.559,2852.0,0.536,0.245,0.125,0.248,0.535,0.23,0.125,0.26,2018-19
1610612761,Toronto Raptors,59,43,16,0.729,2857.0,0.534,0.256,0.137,0.281,0.512,0.255,0.151,0.281,2018-19
1610612762,Utah Jazz,57,32,25,0.561,2736.0,0.529,0.301,0.152,0.273,0.514,0.253,0.144,0.238,2018-19
1610612764,Washington Wizards,58,24,34,0.414,2824.0,0.534,0.264,0.136,0.239,0.545,0.27,0.161,0.303,2018-19
1610612737,Atlanta Hawks,56,15,41,0.268,2713.0,0.512,0.257,0.159,0.265,0.541,0.302,0.147,0.294,2019-20
1610612738,Boston Celtics,54,38,16,0.704,2607.0,0.532,0.256,0.137,0.28,0.508,0.279,0.153,0.267,2019-20
1610612751,Brooklyn Nets,53,25,28,0.472,2574.0,0.516,0.264,0.152,0.281,0.505,0.237,0.126,0.266,2019-20
1610612766,Charlotte Hornets,54,18,36,0.333,2612.0,0.503,0.249,0.152,0.281,0.548,0.208,0.149,0.295,2019-20
1610612741,Chicago Bulls,55,19,36,0.345,2655.0,0.511,0.236,0.152,0.261,0.543,0.302,0.178,0.275,2019-20
1610612739,Cleveland Cavaliers,54,14,40,0.259,2607.0,0.517,0.22,0.165,0.297,0.56,0.215,0.128,0.261,2019-20
1610612742,Dallas Mavericks,55,33,22,0.6,2655.0,0.546,0.261,0.125,0.281,0.519,0.231,0.12,0.265,2019-20
1610612743,Denver Nuggets,55,38,17,0.691,2670.0,0.526,0.233,0.135,0.299,0.522,0.254,0.145,0.271,2019-20
1610612765,Detroit Pistons,57,19,38,0.333,2761.0,0.53,0.264,0.156,0.277,0.536,0.232,0.143,0.284,2019-20
1610612744,Golden State Warriors,55,12,43,0.218,2665.0,0.492,0.265,0.144,0.255,0.55,0.24,0.156,0.281,2019-20
1610612745,Houston Rockets,54,34,20,0.63,2602.0,0.535,0.291,0.139,0.264,0.529,0.249,0.15,0.278,2019-20
1610612754,Indiana Pacers,55,32,23,0.582,2660.0,0.535,0.215,0.129,0.245,0.513,0.249,0.145,0.281,2019-20
1610612746,LA Clippers,55,37,18,0.673,2655.0,0.529,0.289,0.145,0.284,0.504,0.275,0.139,0.267,2019-20
1610612747,Los Angeles Lakers,53,41,12,0.774,2554.0,0.552,0.268,0.15,0.289,0.512,0.256,0.153,0.265,2019-20
1610612763,Memphis Grizzlies,54,28,26,0.519,2597.0,0.533,0.228,0.146,0.262,0.523,0.277,0.142,0.273,2019-20
1610612748,Miami Heat,54,35,19,0.648,2632.0,0.545,0.297,0.149,0.264,0.518,0.265,0.135,0.241,2019-20
1610612749,Milwaukee Bucks,54,46,8,0.852,2597.0,0.556,0.268,0.139,0.244,0.485,0.218,0.134,0.228,2019-20
1610612750,Minnesota Timberwolves,53,16,37,0.302,2584.0,0.509,0.277,0.148,0.27,0.533,0.276,0.148,0.269,2019-20
1610612740,New Orleans Pelicans,55,23,32,0.418,2665.0,0.537,0.25,0.153,0.283,0.531,0.272,0.137,0.27,2019-20
1610612752,New York Knicks,55,17,38,0.309,2660.0,0.495,0.255,0.143,0.297,0.542,0.297,0.141,0.256,2019-20
1610612760,Oklahoma City Thunder,55,33,22,0.6,2660.0,0.533,0.288,0.136,0.242,0.52,0.208,0.14,0.27,2019-20
1610612753,Orlando Magic,55,24,31,0.436,2645.0,0.494,0.249,0.129,0.265,0.527,0.217,0.152,0.255,2019-20
1610612755,Philadelphia 76ers,55,34,21,0.618,2650.0,0.528,0.253,0.146,0.277,0.515,0.285,0.142,0.242,2019-20
1610612756,Phoenix Suns,55,22,33,0.4,2655.0,0.525,0.273,0.144,0.257,0.539,0.282,0.156,0.272,2019-20
1610612757,Portland Trail Blazers,56,25,31,0.446,2698.0,0.525,0.238,0.126,0.263,0.52,0.267,0.124,0.292,2019-20
1610612758,Sacramento Kings,54,21,33,0.389,2622.0,0.527,0.222,0.148,0.26,0.541,0.274,0.152,0.27,2019-20
1610612759,San Antonio Spurs,54,23,31,0.426,2622.0,0.53,0.256,0.123,0.235,0.539,0.245,0.124,0.249,2019-20
1610612761,Toronto Raptors,55,40,15,0.727,2660.0,0.537,0.249,0.142,0.26,0.503,0.257,0.168,0.29,2019-20
1610612762,Utah Jazz,54,36,18,0.667,2597.0,0.552,0.267,0.151,0.259,0.51,0.237,0.122,0.249,2019-20
1610612764,Washington Wizards,53,20,33,0.377,2554.0,0.529,0.262,0.134,0.263,0.554,0.292,0.15,0.295,2019-20
1610612737,Atlanta Hawks,36,16,20,0.444,1738.0,0.526,0.291,0.144,0.3,0.528,0.252,0.124,0.265,2020-21
1610612738,Boston Celtics,36,19,17,0.528,1733.0,0.537,0.259,0.143,0.299,0.54,0.272,0.144,0.264,2020-21
1610612751,Brooklyn Nets,37,24,13,0.649,1801.0,0.588,0.255,0.14,0.247,0.536,0.225,0.122,0.269,2020-21
1610612766,Charlotte Hornets,35,17,18,0.486,1685.0,0.543,0.236,0.153,0.279,0.558,0.227,0.156,0.275,2020-21
1610612741,Chicago Bulls,34,16,18,0.471,1647.0,0.559,0.222,0.155,0.257,0.54,0.277,0.135,0.243,2020-21
1610612739,Cleveland Cavaliers,36,14,22,0.389,1753.0,0.509,0.251,0.162,0.299,0.557,0.244,0.154,0.268,2020-21
1610612742,Dallas Mavericks,34,18,16,0.529,1637.0,0.54,0.264,0.124,0.231,0.54,0.266,0.135,0.271,2020-21
1610612743,Denver Nuggets,36,21,15,0.583,1753.0,0.563,0.225,0.137,0.284,0.543,0.262,0.145,0.26,2020-21
1610612765,Detroit Pistons,36,10,26,0.278,1758.0,0.514,0.268,0.147,0.275,0.549,0.268,0.15,0.28,2020-21
1610612744,Golden State Warriors,37,19,18,0.514,1781.0,0.541,0.248,0.143,0.222,0.517,0.287,0.152,0.279,2020-21
1610612745,Houston Rockets,34,11,23,0.324,1637.0,0.514,0.257,0.145,0.227,0.535,0.27,0.153,0.285,2020-21
1610612754,Indiana Pacers,35,16,19,0.457,1700.0,0.541,0.235,0.136,0.245,0.538,0.253,0.153,0.279,2020-21
1610612746,LA Clippers,38,24,14,0.632,1824.0,0.568,0.23,0.135,0.264,0.534,0.233,0.13,0.25,2020-21
1610612747,Los Angeles Lakers,37,24,13,0.649,1801.0,0.543,0.262,0.151,0.271,0.519,0.216,0.146,0.253,2020-21
1610612763,Memphis Grizzlies,32,16,16,0.5,1541.0,0.523,0.216,0.136,0.289,0.548,0.257,0.165,0.253,2020-21
1610612748,Miami Heat,36,18,18,0.5,1743.0,0.539,0.264,0.158,0.237,0.532,0.235,0.154,0.273,2020-21
1610612749,Milwaukee Bucks,36,22,14,0.611,1728.0,0.564,0.237,0.134,0.275,0.532,0.204,0.126,0.25,2020-21
1610612750,Minnesota Timberwolves,36,7,29,0.194,1743.0,0.503,0.214,0.143,0.265,0.544,0.277,0.148,0.293,2020-21
1610612740,New Orleans Pelicans,36,15,21,0.417,1738.0,0.549,0.286,0.139,0.305,0.564,0.23,0.132,0.249,2020-21
1610612752,New York Knicks,37,19,18,0.514,1776.0,0.516,0.25,0.143,0.28,0.506,0.269,0.123,0.255,2020-21
1610612760,Oklahoma City Thunder,36,15,21,0.417,1743.0,0.52,0.234,0.143,0.215,0.531,0.206,0.133,0.256,2020-21
1610612753,Orlando Magic,36,13,23,0.361,1733.0,0.497,0.219,0.13,0.254,0.548,0.216,0.132,0.238,2020-21
1610612755,Philadelphia 76ers,36,24,12,0.667,1743.0,0.539,0.316,0.152,0.286,0.522,0.249,0.147,0.264,2020-21
1610612756,Phoenix Suns,35,24,11,0.686,1700.0,0.56,0.21,0.131,0.241,0.522,0.254,0.133,0.249,2020-21
1610612757,Portland Trail Blazers,35,21,14,0.6,1685.0,0.534,0.228,0.117,0.272,0.546,0.262,0.127,0.278,2020-21
1610612758,Sacramento Kings,36,14,22,0.389,1733.0,0.549,0.261,0.135,0.275,0.568,0.245,0.13,0.281,2020-21
1610612759,San Antonio Spurs,32,18,14,0.563,1546.0,0.517,0.229,0.111,0.236,0.537,0.216,0.137,0.255,2020-21
1610612761,Toronto Raptors,36,17,19,0.472,1728.0,0.541,0.246,0.138,0.262,0.542,0.304,0.163,0.286,2020-21
1610612762,Utah Jazz,36,27,9,0.75,1733.0,0.564,0.245,0.142,0.292,0.509,0.213,0.116,0.246,2020-21
1610612764,Washington Wizards,34,14,20,0.412,1637.0,0.522,0.303,0.136,0.245,0.549,0.288,0.144,0.267,2020-21
1610612737,Atlanta Hawks,58,28,30,0.483,2784.0,0.54,0.247,0.125,0.267,0.54,0.217,0.125,0.262,2021-22
1610612738,Boston Celtics,60,34,26,0.567,2920.0,0.525,0.239,0.143,0.277,0.496,0.231,0.143,0.275,2021-22
1610612751,Brooklyn Nets,59,31,28,0.525,2842.0,0.53,0.235,0.139,0.274,0.516,0.239,0.132,0.291,2021-22
1610612766,Charlotte Hornets,60,29,31,0.483,2915.0,0.531,0.233,0.13,0.268,0.54,0.247,0.15,0.293,2021-22
1610612741,Chicago Bulls,59,38,21,0.644,2837.0,0.547,0.243,0.131,0.248,0.533,0.237,0.134,0.26,2021-22
1610612739,Cleveland Cavaliers,58,35,23,0.603,2784.0,0.535,0.245,0.153,0.279,0.507,0.209,0.143,0.279,2021-22
1610612742,Dallas Mavericks,59,35,24,0.593,2847.0,0.529,0.241,0.13,0.258,0.517,0.237,0.141,0.264,2021-22
1610612743,Denver Nuggets,58,33,25,0.569,2794.0,0.547,0.22,0.146,0.268,0.533,0.238,0.133,0.248,2021-22
1610612765,Detroit Pistons,58,13,45,0.224,2794.0,0.484,0.246,0.147,0.27,0.548,0.277,0.153,0.29,2021-22
1610612744,Golden State Warriors,59,42,17,0.712,2842.0,0.55,0.235,0.153,0.271,0.503,0.256,0.152,0.266,2021-22
1610612745,Houston Rockets,58,15,43,0.259,2789.0,0.528,0.291,0.168,0.273,0.557,0.26,0.138,0.285,2021-22
1610612754,Indiana Pacers,60,20,40,0.333,2910.0,0.523,0.237,0.145,0.306,0.538,0.26,0.132,0.267,2021-22
1610612746,LA Clippers,61,30,31,0.492,2938.0,0.526,0.219,0.143,0.251,0.511,0.21,0.142,0.292,2021-22
1610612747,Los Angeles Lakers,58,27,31,0.466,2829.0,0.534,0.251,0.144,0.257,0.526,0.256,0.142,0.281,2021-22
1610612763,Memphis Grizzlies,60,41,19,0.683,2895.0,0.519,0.246,0.133,0.337,0.523,0.244,0.152,0.272,2021-22
1610612748,Miami Heat,59,38,21,0.644,2867.0,0.538,0.242,0.153,0.295,0.521,0.266,0.157,0.265,2021-22
1610612749,Milwaukee Bucks,60,36,24,0.6,2890.0,0.54,0.246,0.135,0.265,0.526,0.223,0.134,0.262,2021-22
1610612750,Minnesota Timberwolves,59,31,28,0.525,2852.0,0.526,0.24,0.143,0.292,0.53,0.288,0.162,0.297,2021-22
1610612740,New Orleans Pelicans,59,23,36,0.39,2842.0,0.509,0.256,0.147,0.296,0.541,0.248,0.137,0.258,2021-22
1610612752,New York Knicks,59,25,34,0.424,2852.0,0.51,0.26,0.14,0.291,0.52,0.246,0.133,0.271,2021-22
1610612760,Oklahoma City Thunder,58,18,40,0.31,2799.0,0.483,0.216,0.136,0.258,0.518,0.213,0.136,0.275,2021-22
1610612753,Orlando Magic,60,13,47,0.217,2885.0,0.501,0.224,0.147,0.252,0.533,0.25,0.135,0.276,2021-22
1610612755,Philadelphia 76ers,58,35,23,0.603,2804.0,0.526,0.259,0.129,0.243,0.516,0.239,0.137,0.282,2021-22
1610612756,Phoenix Suns,58,48,10,0.828,2789.0,0.544,0.225,0.129,0.267,0.504,0.237,0.147,0.27,2021-22
1610612757,Portland Trail Blazers,59,25,34,0.424,2837.0,0.526,0.248,0.14,0.266,0.551,0.259,0.138,0.257,2021-22
1610612758,Sacramento Kings,60,22,38,0.367,2895.0,0.522,0.252,0.141,0.273,0.543,0.226,0.131,0.29,2021-22
1610612759,San Antonio Spurs,59,23,36,0.39,2847.0,0.526,0.2,0.125,0.278,0.528,0.217,0.138,0.293,2021-22
1610612761,Toronto Raptors,57,32,25,0.561,2761.0,0.511,0.229,0.131,0.324,0.534,0.254,0.166,0.293,2021-22
1610612762,Utah Jazz,58,36,22,0.621,2784.0,0.557,0.265,0.145,0.29,0.516,0.209,0.124,0.264,2021-22
1610612764,Washington Wizards,58,27,31,0.466,2804.0,0.523,0.254,0.135,0.25,0.519,0.251,0.121,0.271,2021-22
